"text";"label";"motivation";"channel";"Author";"Comment";"Published.At";"Likes"
"Begriffe wie Kiffer, kiffen, Drogen im Zusammenhang mit Cannabis, sind Kampfbegriffe der Rechtsextremen und erz Konservativen! 🤦‍♂️🤡";"negativ";"The comment is negative. It criticizes the use of certain terms related to cannabis and associates them with right-wing extremists and ultra-conservatives, using negative emojis (facepalm and clown).";"ZDF";"@Isdera1985";"Begriffe wie Kiffer, kiffen, Drogen im Zusammenhang mit Cannabis, sind Kampfbegriffe der Rechtsextremen und erz Konservativen! 🤦‍♂️🤡";"2024-02-27T16:34:23Z";0
"Alter ZDFheute, wart Ihr besoffen als ihr diesen Beitrag produziert habt? 

Wie kann man ernsthaft so Evolutionsbremsen wie Pilsinger und Söder als ernstzunehmende Gegner bei der Debatte vorführen? 🤡🤡🤡🤦‍♂️

Euer Frameing ist vollkommen für die Tonne! 🤦‍♂️

Die Union kann man abwählen, das zurückgebliebene Gesindel was sie in den Sendeanstalten hinterlassen bleibt und verbreitet auch bei einem Regierungswechsel weiter ideologischen BS im Sinne der abgewählten Union! 🤦‍♂️

HÖRT AUF CANNABIS ALS DROGE ZU FRAMEN! 🤦‍♂️

Cannabis ist ein GENUSSMITTEL und MEDIZIN!";"negativ";"The comment is negative. It contains criticism, frustration, and negative emojis towards the framing of cannabis as a drug and the portrayal of certain political figures.";"ZDF";"@Isdera1985";"Alter ZDFheute, wart Ihr besoffen als ihr diesen Beitrag produziert habt? 

Wie kann man ernsthaft so Evolutionsbremsen wie Pilsinger und Söder als ernstzunehmende Gegner bei der Debatte vorführen? 🤡🤡🤡🤦‍♂️

Euer Frameing ist vollkommen für die Tonne! 🤦‍♂️

Die Union kann man abwählen, das zurückgebliebene Gesindel was sie in den Sendeanstalten hinterlassen bleibt und verbreitet auch bei einem Regierungswechsel weiter ideologischen BS im Sinne der abgewählten Union! 🤦‍♂️

HÖRT AUF CANNABIS ALS DROGE ZU FRAMEN! 🤦‍♂️

Cannabis ist ein GENUSSMITTEL und MEDIZIN!";"2024-02-27T16:31:02Z";0
"Der Praktikant (Arzt) kann nicht mal seine Krawatte grade binden.";"neutral/ohne Bezug";"The comment is unrelated. It does not refer to cannabis legalization at all.";"ZDF";"";"Der Praktikant (Arzt) kann nicht mal seine Krawatte grade binden.";"2024-02-27T16:05:27Z";0
"7:50 Nur weil der Arzt mal ein zweiwöchiges Praktikum gemacht hat, glaubt er, er hat die Weisheit mit dem Löffel gefressen.";"neutral/ohne Bezug";"The comment is unrelated. It does not refer to cannabis legalization at all.";"ZDF";"";"7:50 Nur weil der Arzt mal ein zweiwöchiges Praktikum gemacht hat, glaubt er, er hat die Weisheit mit dem Löffel gefressen.";"2024-02-27T15:59:59Z";1
"das beste was kommen kann mit dem gesetz. so.mit werden die anderen drogen garnicht interessieren.es wird so oder so gekifft.besser als alkohol.";"positiv";"The comment is positive. It expresses approval and enthusiasm for the legalization, stating it is the best thing that can happen and suggesting it is better than alcohol.";"ZDF";"@king-fh3rr";"das beste was kommen kann mit dem gesetz. so.mit werden die anderen drogen garnicht interessieren.es wird so oder so gekifft.besser als alkohol.";"2024-02-27T15:58:18Z";0
"Plisinger: die CDU/CSU wird in die Entkriminalisierung wieder Rückgängig machen..

Also ALLE wirklich ALLE Konsumenten incl. die Jugendlichen die man ja schützen will.. wieder auf den unkontrollierten Schwarzmarkt senden!
Die Konsumzahlen steigen laufend immer weiter MIT dem Verbot!

im Bundestag wurde auch gefragt:

Welche *Alternative Option bieten Sie als Gegner der Legalisierung* den Millionen verfolgten, kriminalisierten, auf den Schwarzmarkt mit Verunreinigungen und Angebot anderer gefährlicheren Drogen angewiesenen Menschen, die *so oder so kiffen werden* ob es nun legal ist oder nicht?🤔

Exakt gar keine!😡😠🤬

Die Prohibition soll Konsum verringern, ist deren oberstes Ziel, hat es funktioniert?! Nein! Immer wieder das Gleiche über Jahrzehnte zu machen ist schizophren!
Die Prohibition ist krachend gescheitert..

Und da Horst Seehofer, CSU als damaliger GM im BMG mit der Kleiber & Kovar Studie 1997 bewies, das Cannabis für Erwachsene nicht gefährlich & es keine Einstiegsdrogen gibt.

Wissen CDU/CSU seit 1997 das sie lügen!
Trotzdem wurde die Einstiegsdrogentheorie sehr gerne weiter verwendet und hat sich bis heute zu über 60% bei den Bundesbürgern im Kopf festgesetzt!
Das ist bewusste Desinformation!😡";"negativ";"The comment is negative. It contains criticism, frustration, and negative emojis towards the opposition of cannabis legalization.";"ZDF";"@reinholddrachenstern";"Plisinger: die CDU/CSU wird in die Entkriminalisierung wieder Rückgängig machen..

Also ALLE wirklich ALLE Konsumenten incl. die Jugendlichen die man ja schützen will.. wieder auf den unkontrollierten Schwarzmarkt senden!
Die Konsumzahlen steigen laufend immer weiter MIT dem Verbot!

im Bundestag wurde auch gefragt:

Welche *Alternative Option bieten Sie als Gegner der Legalisierung* den Millionen verfolgten, kriminalisierten, auf den Schwarzmarkt mit Verunreinigungen und Angebot anderer gefährlicheren Drogen angewiesenen Menschen, die *so oder so kiffen werden* ob es nun legal ist oder nicht?🤔

Exakt gar keine!😡😠🤬

Die Prohibition soll Konsum verringern, ist deren oberstes Ziel, hat es funktioniert?! Nein! Immer wieder das Gleiche über Jahrzehnte zu machen ist schizophren!
Die Prohibition ist krachend gescheitert..

Und da Horst Seehofer, CSU als damaliger GM im BMG mit der Kleiber & Kovar Studie 1997 bewies, das Cannabis für Erwachsene nicht gefährlich & es keine Einstiegsdrogen gibt.

Wissen CDU/CSU seit 1997 das sie lügen!
Trotzdem wurde die Einstiegsdrogentheorie sehr gerne weiter verwendet und hat sich bis heute zu über 60% bei den Bundesbürgern im Kopf festgesetzt!
Das ist bewusste Desinformation!😡";"2024-02-27T15:23:59Z";0
"Die Regierung wiIl nur die verheerenden Auswirkungen des Schwarzmarkts abschwächen. Nur ein Idiot konsumiert dieses Zeug, weil es macht dumm. Ein absoIuter Vollidiot bezieht dieses Zeug vom Schwarzmarkt und nimmt damit unberechenbare Cocktails aus Chemie zu sich die das Ieben von jetzt auf gleich zerstören können. Die 3D Animation hat meinen PC fast zum abstürzen gebracht und es werden die ""Vorteile"" genannt, nicht aber die Gefahren wie die nachweisbare Abnahme der Kognition.";"negativ";"The comment is negative. It expresses strong disapproval and criticism of cannabis consumption and legalization, mentioning negative effects and dangers.";"ZDF";"@Suesses-Einhorn";"Die Regierung wiIl nur die verheerenden Auswirkungen des Schwarzmarkts abschwächen. Nur ein Idiot konsumiert dieses Zeug, weil es macht dumm. Ein absoIuter Vollidiot bezieht dieses Zeug vom Schwarzmarkt und nimmt damit unberechenbare Cocktails aus Chemie zu sich die das Ieben von jetzt auf gleich zerstören können. Die 3D Animation hat meinen PC fast zum abstürzen gebracht und es werden die ""Vorteile"" genannt, nicht aber die Gefahren wie die nachweisbare Abnahme der Kognition.";"2024-02-27T15:05:24Z";0
"Ich würde ja anfangen zu argumentieren. Aber ich habe das Gefühl es ist völlig egal was man sagt. Am Ende werden wieder uralte Argumente rausgeholt und man dreht sich im Kreis. Die Cannabis Hater sind resistent gegen Argumente. Mir kommt das ganze wie eine Hetzkampagne gegen die Ampel vor. CDU/CSU machen Politik für alte Menschen und die haben oft „Angst“ vor Cannabis. Und ich sage euch, das wird noch wilder. Sobald es legalisiert ist, wird es riesige Kritik geben, weil es überall nach Gras riecht, weil man sich zum rauchen nicht mehr in dunkle Gassen zurückziehen muss.";"negativ";"The comment is negative. It expresses frustration and criticism towards the opposition to cannabis legalization and predicts negative outcomes once it is legalized.";"ZDF";"@Reeevade";"Ich würde ja anfangen zu argumentieren. Aber ich habe das Gefühl es ist völlig egal was man sagt. Am Ende werden wieder uralte Argumente rausgeholt und man dreht sich im Kreis. Die Cannabis Hater sind resistent gegen Argumente. Mir kommt das ganze wie eine Hetzkampagne gegen die Ampel vor. CDU/CSU machen Politik für alte Menschen und die haben oft „Angst“ vor Cannabis. Und ich sage euch, das wird noch wilder. Sobald es legalisiert ist, wird es riesige Kritik geben, weil es überall nach Gras riecht, weil man sich zum rauchen nicht mehr in dunkle Gassen zurückziehen muss.";"2024-02-27T14:48:40Z";1
"Gibt es eigentlich auch Konsumverbotszonen für Alkhohol in der Nähe von Schulen? Neben meiner Schule war damals ne Kneipe in der freundliche Menschen schon Mittags den jungen Damen nachpfiffen. Juchuuuuu, Alkhohol";"neutral/ohne Bezug";"The comment is neutral/unrelated. It discusses alcohol consumption near schools and does not refer to cannabis legalization at all.";"ZDF";"@graynd";"Gibt es eigentlich auch Konsumverbotszonen für Alkhohol in der Nähe von Schulen? Neben meiner Schule war damals ne Kneipe in der freundliche Menschen schon Mittags den jungen Damen nachpfiffen. Juchuuuuu, Alkhohol";"2024-02-27T13:36:04Z";1
"also der Schwarzmarkt TOT wäre... schon alleine die Definition ist weder differenziert noch genau.. 

Richtig ist: Es gibt als erste Säule keine Legalisierung sondern nur... eine Entkriminalisierung!

Anbauvereine bis 500 Mitglieder, privater Anbau bis 3 Pflanzen/Person.
aber das Wichtigste.. die Konsumenten werden nicht mehr strafverfolgt!

Zum Schwarzmarkt: in der BRD = 100%, 
in Canada nach 5 Jahren = 32% weiter sinkend (offizielle Zahlen, 68% der Konsumenten kaufen legal ein)

dort wurde aber mit der Legalisierung  die Shops erlaubt, diese sollen in der BRD wegen dem EU recht erst mit Säule 2 kommen..

Ist das CanG dann nutzlos als Instrument gegen den Schwarzmarkt? 🧐

Nein❗

Denn die Konsumenten kämpfen seit Jahren dafür, das Sie nicht mehr mit Streckmitteln versetztes Cannabis vom Schwarzmarkt bekommen. Sondern endlich *legales sauberes Cannabis* und somit ein Verbraucherschutz implementiert wird.

Somit wird, mit jedem Mitglied im Anbauverein oder privatem Grow zu Hause, dem Schwarzmarkt die Kunden entzogen..

Bei ca. 88 Mill. Einwohnern sind das 4,5 bis ca. 10 Mill. Konsumenten..

Das der Konsum am Anfang scheinbar steigt ist logisch, da sich die Konsumenten bisher wegen der Strafbewehrung verstecken mussten..

Thema: Wir müssen aber unsere Jugend schützen..

JA! Genau das machen Wir!

Denn auf dem unkontrollieren Schwarzmarkt gibt es keinen Jugendschutz.
Es existiert kein Jugendschutz zur Zeit, weil die Jugendlichen schon auf dem Schulhof ihre Drogen bekommen!

Und das mit dem VERBOT!😡

Erst das CanG implementiert den Jugendschutz, weil sich mit der Zeit die Verfügbarkeit für Jugendliche verringern wird..

Wer an Jugendliche Cannabis weitergibt, riskiert Strafen von bis zu 2 Jahren Gefängnis‼";"positiv";"The comment is positive. It expresses support for cannabis legalization, highlights the benefits of legal and safe cannabis, and argues that legalization will protect consumers and youth. The use of exclamation marks and positive arguments indicates enthusiasm and approval.";"ZDF";"@reinholddrachenstern";"also der Schwarzmarkt TOT wäre... schon alleine die Definition ist weder differenziert noch genau.. 

Richtig ist: Es gibt als erste Säule keine Legalisierung sondern nur... eine Entkriminalisierung!

Anbauvereine bis 500 Mitglieder, privater Anbau bis 3 Pflanzen/Person.
aber das Wichtigste.. die Konsumenten werden nicht mehr strafverfolgt!

Zum Schwarzmarkt: in der BRD = 100%, 
in Canada nach 5 Jahren = 32% weiter sinkend (offizielle Zahlen, 68% der Konsumenten kaufen legal ein)

dort wurde aber mit der Legalisierung  die Shops erlaubt, diese sollen in der BRD wegen dem EU recht erst mit Säule 2 kommen..

Ist das CanG dann nutzlos als Instrument gegen den Schwarzmarkt? 🧐

Nein❗

Denn die Konsumenten kämpfen seit Jahren dafür, das Sie nicht mehr mit Streckmitteln versetztes Cannabis vom Schwarzmarkt bekommen. Sondern endlich *legales sauberes Cannabis* und somit ein Verbraucherschutz implementiert wird.

Somit wird, mit jedem Mitglied im Anbauverein oder privatem Grow zu Hause, dem Schwarzmarkt die Kunden entzogen..

Bei ca. 88 Mill. Einwohnern sind das 4,5 bis ca. 10 Mill. Konsumenten..

Das der Konsum am Anfang scheinbar steigt ist logisch, da sich die Konsumenten bisher wegen der Strafbewehrung verstecken mussten..

Thema: Wir müssen aber unsere Jugend schützen..

JA! Genau das machen Wir!

Denn auf dem unkontrollieren Schwarzmarkt gibt es keinen Jugendschutz.
Es existiert kein Jugendschutz zur Zeit, weil die Jugendlichen schon auf dem Schulhof ihre Drogen bekommen!

Und das mit dem VERBOT!😡

Erst das CanG implementiert den Jugendschutz, weil sich mit der Zeit die Verfügbarkeit für Jugendliche verringern wird..

Wer an Jugendliche Cannabis weitergibt, riskiert Strafen von bis zu 2 Jahren Gefängnis‼";"2024-02-27T13:22:37Z";0
"Mir ist es um ehrlich zu sein völlig egal ob legal oder illegal 😂 ich werde dennoch wie gewohnt hin und wieder etwas rauchen. Das mache ich seit 25 Jahren so . Die Debatte ist absurd. Alkohol ist eine wesentlich giftigere Substanz! Und schlauer egal wie alt wird man   Von Alkohol sicher auch nicht .";"neutral/ohne Bezug";"The comment is neutral. It mentions cannabis legalization but does not express a clear opinion. The commenter states indifference towards the legalization debate and compares it to alcohol without showing clear support or opposition.";"ZDF";"@K67871";"Mir ist es um ehrlich zu sein völlig egal ob legal oder illegal 😂 ich werde dennoch wie gewohnt hin und wieder etwas rauchen. Das mache ich seit 25 Jahren so . Die Debatte ist absurd. Alkohol ist eine wesentlich giftigere Substanz! Und schlauer egal wie alt wird man   Von Alkohol sicher auch nicht .";"2024-02-27T13:06:00Z";0
"Was ist eigentlich mit Gelegenheitskonsumenten, für die sich eine Clubmitgliedschaft oder Eigenanbau nicht lohnen.";"neutral/ohne Bezug";"The comment is neutral. It mentions cannabis legalization but does not express a clear opinion. It raises a question about the impact on occasional users.";"ZDF";"@susa8401";"Was ist eigentlich mit Gelegenheitskonsumenten, für die sich eine Clubmitgliedschaft oder Eigenanbau nicht lohnen.";"2024-02-27T12:13:15Z";2
"10:50 ""Study: Cannabis Not Associated With Higher Risk of Motor Vehicle Accident"" 😇
-> Kiffer fahren sicherer Auto wie Leute die nicht kiffen 😏";"positiv";"The comment is positive. It expresses approval and a positive sentiment towards cannabis users driving safely, supported by a positive emoji.";"ZDF";"@hirnsausen";"10:50 ""Study: Cannabis Not Associated With Higher Risk of Motor Vehicle Accident"" 😇
-> Kiffer fahren sicherer Auto wie Leute die nicht kiffen 😏";"2024-02-27T12:01:34Z";0
"Natürlich werden sie viele Dinge verändern jetzt können auch die Kinder und Jugendliche auch Marihuana rauchen Super oder und natürlich werden wir auch mehr Verkehr Unfälle haben ich finde das alles super die Unfähigkeit von die aktuelle Politik werde immer größer.";"negativ";"The comment is negative. It expresses sarcasm and criticism towards the legalization, mentioning concerns about children and teenagers using marijuana and an increase in traffic accidents, and criticizes the current politics.";"ZDF";"@felixgarcia7465";"Natürlich werden sie viele Dinge verändern jetzt können auch die Kinder und Jugendliche auch Marihuana rauchen Super oder und natürlich werden wir auch mehr Verkehr Unfälle haben ich finde das alles super die Unfähigkeit von die aktuelle Politik werde immer größer.";"2024-02-27T12:00:50Z";0
