"Comment.";"Name.";"gender";"label";"motivation"
"Glückwünsche 🍾 wow is ja schon mal soooo cool 😜😄";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Wow Megaa endlich angekommen du Einhorn wesen👏👏👏";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain features of a body-related comment. It does not name any body parts or physical characteristics."
"Sympathisch 😊";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It does not name any physical characteristics."
"Die lach soo geil 😂";"Matthias Schweighöfer";"male";"body-related";"The comment contains features of a body-related comment. It names a body part (laugh)."
"Definitiv 👏👏 bitte mehr davon ❤️";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Unbedingt ❤🙌🔥";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It does not name any body part or physical characteristic."
"immer 😂";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"NA KLAR! Sofort!";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"ie kann eine Lache so wunderbar ansteckend sein. Soooo gut. Herrlichst 🥳";"Matthias Schweighöfer";"male";"body-related";"The comment contains features of a body-related comment. It names a body part (laughter)."
"ch versteh die Frage nicht 😂";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Yäääässsss....🙃";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Aber dowas von 👏😍";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any specific features of a body-related comment. It does not name any body part or physical characteristic."
"Ich find deine Lache mega 😂😂😂";"Matthias Schweighöfer";"male";"body-related";"The comment contains features of a body-related comment. It names a body part (Lache, which means laugh or laughter in German)."
"Diese Lache hätte ich einfach gerne als Klingelton auf meinem Handy👌😂😂😂😂😂beste Lache ever!!!";"Matthias Schweighöfer";"male";"body-related";"The comment contains features of a body-related comment. It names a body part (laughter)."
"He is soooooooo adorable and more trumpet 🎺 please 🙏🏼";"Matthias Schweighöfer";"male";"body-related";"The comment contains features of a body-related comment. It describes someone's appearance by calling them 'adorable'."
"🙏🏼🙏🏼🙏🏼 Yes, please!";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Unbedingt!!!!!!!!👏👏👏🔥🔥";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"El hermoso Alenan ! Tienes un carisma y una dulce sonrrisa 👏👏👏 q hermosos hombres hay en Alemania ❤️saludos de tu fan Peruana Bom Bom Aleman";"Matthias Schweighöfer";"male";"body-related";"The comment contains features of a body-related comment. It mentions a smile and refers to the appearance of men in Germany."
"Eu vô contar uma coisa, comprei um cacto 🌵 pra minha casa, ele é lindo, alto, verdinho, coloquei o nome de Matthias😂 agora converso com Matt todo dia 🤭";"Matthias Schweighöfer";"male";"not body-related";"The comment is not body-related. It talks about a cactus and does not mention any human physical characteristics."
"Versteh die Frage nicht? Logoooooo 🔥🔥🔥";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Yes please!!!";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It does not name any body part or physical characteristic."
"Jaaa, bitte unbedingt!!";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Auf jeden Fall.";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Geht los! Dürfen wir auch wieder Wünsche äußern?😏";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Unbedingt 🙏❤️";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Ich glaube mein Hamster bohnert 🙌";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Ich hasse P#nisblumen 😂🙌";"Matthias Schweighöfer";"male";"body-related";"The comment contains features of a body-related comment. It names a body part."
"Ähm jap... Es ist eine Pimmelblume😂😂😂😮";"Matthias Schweighöfer";"male";"body-related";"The comment contains features of a body-related comment. It references a body part."
"Na nichts. Das Foto spricht für sich. Es muss ja nicht immer alles kommentiert werden 😉";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Das sieht nach krankenhaus aus 😮";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Rote Lippen soll man küssen denn zum Küssen sind sie da (bild Nr. 1), Bild Nr. 2 der Strauß ist traumhaft. Tolles Rot😍 Happy Valentinstag";"Matthias Schweighöfer";"male";"body-related";"The comment contains features of a body-related comment. It mentions 'rote Lippen' (red lips), which is a body part."
"Ich wünsche Dir einfach einen schönen Abend, mein lieber 👏";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It is a general well-wishing statement."
